1,1.2467886,0.82587635,2.1328304,0.87441211,0.9726145,0.67385003,2.0127299,0.63151743,2.0961841,1.7901555,2.5055261,0.12715653,2.078076,1.0211675,2.2294291,2.2902467,1.5040778,2.1416023,1.9203439,1.4016579
2,1.1749374,0.88131401,2.029373,0.92299977,1.1125787,0.74793251,1.9380139,0.66253409,2.0932176,1.795058,2.4787027,0.12224287,2.0116254,1.0227906,2.105229,2.2897251,1.4897155,2.1515685,1.9255989,1.3684963
3,1.0688188,0.81807343,1.9404839,0.96420675,1.1833799,0.75819023,1.927147,0.59769224,2.0563819,1.7757414,2.4546928,0.04658528,1.9081253,0.98823062,1.9803037,2.2506374,1.4044988,2.0351355,1.8505462,1.248251
4,0.96431914,0.67420479,1.8521795,0.94424257,1.1647116,0.63593978,1.8550447,0.54600573,2.0215815,1.7349427,2.4335438,-0.028615048,1.7496509,0.99258997,1.8584361,2.1715176,1.280276,1.9080631,1.776972,1.0911952
5,0.89521856,0.54696274,1.7998092,0.81159329,1.0285991,0.58295696,1.7841208,0.54760607,1.9171253,1.6302395,2.4210456,-0.065844159,1.6320473,0.9645297,1.737539,2.0940444,1.1159958,1.7498645,1.6608072,0.93106107
6,0.79047285,0.48593278,1.6961857,0.66374088,0.90921516,0.46406084,1.7144189,0.4362115,1.8292893,1.5285163,2.3672744,-0.17827735,1.5154013,0.97256995,1.6414648,1.9750801,0.97659937,1.592447,1.5452089,0.80752055
7,0.72088513,0.37545824,1.6105492,0.51636665,0.85104776,0.36768108,1.666451,0.34810914,1.7067787,1.4462779,2.2769308,-0.25242448,1.3997853,0.94491449,1.4977367,1.8893809,0.87002517,1.4358986,1.4353277,0.64733018
8,0.68801032,0.26511835,1.5278234,0.35202208,0.71357049,0.28487443,1.6436017,0.30806477,1.600523,1.3477857,2.2632232,-0.36482019,1.2749429,0.91890832,1.3794308,1.7405128,0.69779974,1.2803141,1.3158765,0.52391826
9,0.58798842,0.15492875,1.439301,0.26916631,0.57724593,0.20572395,1.578201,0.20785679,1.5126831,1.2661347,2.2130118,-0.4772084,1.1611144,0.89458892,1.2600864,1.6250665,0.55839992,1.1566101,1.2083696,0.36367164
10,0.51849419,0.044901972,1.3368171,0.27190547,0.44569837,0.13045845,1.49159,0.14622752,1.4415499,1.1698588,2.1640486,-0.58958911,1.0065202,0.87198252,1.1435545,1.4665611,0.45182909,1.01946,1.0960417,0.24041242
11,0.45331537,-0.064952589,1.2537791,0.22983567,0.3113572,0.039979195,1.3620252,0.085766825,1.3888366,1.0735829,2.0758195,-0.66292292,0.89498431,0.8511266,1.0506437,1.3403697,0.31242927,0.8824755,0.93778453,0.11745059
12,0.34685235,-0.18505553,1.1491079,0.14178225,0.17847801,-0.068766305,1.3208606,-0.039377276,1.2839442,0.95502647,1.9878606,-0.65785185,0.74225961,0.8231338,0.93244338,1.2014251,0.19810932,0.74567028,0.82674621,0.033167998
13,0.24508363,-0.26460333,1.0635853,0.028816474,0.064499774,-0.15832543,1.3256807,-0.098471341,1.1778221,0.85875057,1.9414236,-0.60839669,0.63345917,0.76881621,0.79274343,1.0448628,0.058736549,0.62394127,0.71669621,-0.088620401
14,0.17568289,-0.35320652,0.97825347,-0.044028621,-0.064601781,-0.24679404,1.269634,-0.21326863,1.1082605,0.78550025,1.8544126,-0.56606652,0.51305449,0.74251392,0.70184159,0.88939139,-0.047671991,0.48898591,0.55966043,-0.20996273
